102000,1000,1.705075
102000,1000,1.462143
102000,1000,1.333394
102000,1000,1.476353
102000,1000,1.269935
104000,1000,1.200110
104000,1000,1.195018
104000,1000,1.203477
104000,1000,1.213837
104000,1000,1.266998
106000,1000,1.238313
106000,1000,1.218815
106000,1000,1.220630
106000,1000,1.228690
106000,1000,1.326690
108000,1000,1.336828
108000,1000,1.247447
108000,1000,1.253987
108000,1000,1.281377
108000,1000,1.235181
110000,1000,1.257689
110000,1000,1.249008
110000,1000,1.231554
110000,1000,1.316869
110000,1000,1.251216
112000,1000,1.267584
112000,1000,1.284546
112000,1000,1.354439
112000,1000,1.285357
112000,1000,1.278317
114000,1000,1.293028
114000,1000,1.296858
114000,1000,1.894697
114000,1000,1.344635
114000,1000,1.299597
116000,1000,1.323246
116000,1000,1.301612
116000,1000,1.342904
116000,1000,1.342891
116000,1000,1.373404
118000,1000,1.324290
118000,1000,1.360692
118000,1000,1.335338
118000,1000,1.354015
118000,1000,1.313514
120000,1000,1.347518
120000,1000,1.353993
120000,1000,1.364601
120000,1000,1.351870
120000,1000,1.341350
102000,2000,2.446740
102000,2000,2.244520
102000,2000,2.238447
102000,2000,2.167899
102000,2000,2.312337
104000,2000,2.262863
104000,2000,2.302729
104000,2000,2.083256
104000,2000,2.231647
104000,2000,2.221789
106000,2000,2.212731
106000,2000,2.215729
106000,2000,2.215006
106000,2000,2.196499
106000,2000,2.201301
108000,2000,2.225767
108000,2000,2.240062
108000,2000,2.244871
108000,2000,2.255652
108000,2000,2.240345
110000,2000,2.270885
110000,2000,2.307199
110000,2000,2.297140
110000,2000,2.324536
110000,2000,2.284584
112000,2000,2.304691
112000,2000,2.419132
112000,2000,2.411655
112000,2000,2.202401
112000,2000,2.303052
114000,2000,2.443024
114000,2000,3.398930
114000,2000,2.643752
114000,2000,2.362994
114000,2000,2.386478
116000,2000,2.449136
116000,2000,2.407451
116000,2000,2.394351
116000,2000,3.413080
116000,2000,3.215614
118000,2000,3.798006
118000,2000,3.400036
118000,2000,2.861223
118000,2000,3.281992
118000,2000,2.919996
120000,2000,2.956597
120000,2000,3.063088
120000,2000,2.978912
120000,2000,2.640551
120000,2000,2.455543
102000,3000,3.378527
102000,3000,3.168978
102000,3000,2.922632
102000,3000,3.195582
102000,3000,3.205529
104000,3000,3.353167
104000,3000,3.258210
104000,3000,3.259556
104000,3000,3.301905
104000,3000,3.318430
106000,3000,3.382385
106000,3000,3.325793
106000,3000,3.522091
106000,3000,3.252517
106000,3000,3.396451
108000,3000,3.400930
108000,3000,3.457608
108000,3000,5.644638
108000,3000,4.081569
108000,3000,6.198824
110000,3000,5.372352
110000,3000,5.631581
110000,3000,4.127099
110000,3000,4.085988
110000,3000,3.478600
112000,3000,4.042822
112000,3000,3.792184
112000,3000,3.743105
112000,3000,3.802022
112000,3000,3.789688
114000,3000,3.728666
114000,3000,3.649320
114000,3000,3.732251
114000,3000,3.783392
114000,3000,4.177436
116000,3000,3.851989
116000,3000,3.893534
116000,3000,3.763896
116000,3000,3.878540
116000,3000,3.700885
118000,3000,3.789932
118000,3000,3.726783
118000,3000,3.778440
118000,3000,3.787707
118000,3000,3.749214
120000,3000,3.824283
120000,3000,4.303383
120000,3000,4.100204
120000,3000,3.793944
120000,3000,3.804391
102000,4000,4.215093
102000,4000,4.630993
102000,4000,4.939742
102000,4000,4.351566
102000,4000,4.975401
104000,4000,4.732212
104000,4000,4.235753
104000,4000,5.179797
104000,4000,9.076823
104000,4000,4.974816
106000,4000,5.709633
106000,4000,5.351795
106000,4000,7.658997
106000,4000,11.853352
106000,4000,10.404598
108000,4000,6.868297
108000,4000,5.077789
108000,4000,5.196347
108000,4000,4.559933
108000,4000,4.687766
110000,4000,5.035869
110000,4000,4.534527
110000,4000,4.572078
110000,4000,4.587662
110000,4000,4.617040
112000,4000,4.755615
112000,4000,4.851622
112000,4000,5.091112
112000,4000,4.879923
112000,4000,4.733619
114000,4000,5.361710
114000,4000,4.767257
114000,4000,4.811252
114000,4000,6.240292
114000,4000,5.040381
116000,4000,4.875517
116000,4000,4.865969
116000,4000,4.852552
116000,4000,4.890984
116000,4000,4.845105
118000,4000,4.926375
118000,4000,4.923405
118000,4000,4.929548
118000,4000,4.893258
118000,4000,4.926987
120000,4000,5.004683
120000,4000,4.980048
120000,4000,5.003019
120000,4000,5.101426
120000,4000,4.994069
102000,5000,5.189155
102000,5000,5.207661
102000,5000,5.285785
102000,5000,5.113533
102000,5000,5.108675
104000,5000,5.337693
104000,5000,5.397444
104000,5000,5.393503
104000,5000,5.308809
104000,5000,5.300909
106000,5000,5.423819
106000,5000,5.544491
106000,5000,5.432805
106000,5000,5.555666
106000,5000,5.565119
108000,5000,5.676999
108000,5000,5.553405
108000,5000,5.571798
108000,5000,5.549195
108000,5000,5.670958
110000,5000,5.737116
110000,5000,5.804631
110000,5000,5.772947
110000,5000,5.776679
110000,5000,5.662713
112000,5000,5.907654
112000,5000,5.917085
112000,5000,5.776070
112000,5000,5.881967
112000,5000,5.839152
114000,5000,5.958657
114000,5000,5.961608
114000,5000,5.916306
114000,5000,5.888041
114000,5000,5.881777
116000,5000,5.986360
116000,5000,5.987617
116000,5000,6.037723
116000,5000,6.020337
116000,5000,6.019772
118000,5000,6.136397
118000,5000,6.114734
118000,5000,6.143706
118000,5000,6.128876
118000,5000,6.159216
120000,5000,6.259182
120000,5000,6.169585
120000,5000,6.163962
120000,5000,6.221217
120000,5000,6.241921
