102000,1000,0.990467
102000,1000,1.086342
102000,1000,1.023251
102000,1000,1.039066
102000,1000,0.902110
104000,1000,0.926876
104000,1000,0.923917
104000,1000,0.920147
104000,1000,0.916926
104000,1000,0.921127
106000,1000,0.933179
106000,1000,0.942003
106000,1000,0.957112
106000,1000,0.930663
106000,1000,0.938594
108000,1000,1.004469
108000,1000,0.956870
108000,1000,0.958900
108000,1000,0.956331
108000,1000,0.970839
110000,1000,0.976790
110000,1000,0.984458
110000,1000,0.970310
110000,1000,0.983006
110000,1000,0.980539
112000,1000,1.002080
112000,1000,0.992778
112000,1000,1.002304
112000,1000,0.998147
112000,1000,1.003850
114000,1000,1.018008
114000,1000,1.025381
114000,1000,1.008612
114000,1000,1.157219
114000,1000,1.013989
116000,1000,1.038221
116000,1000,1.035457
116000,1000,1.096978
116000,1000,1.041961
116000,1000,1.027137
118000,1000,1.097871
118000,1000,1.060345
118000,1000,1.057677
118000,1000,1.055154
118000,1000,1.097544
120000,1000,1.074791
120000,1000,1.078814
120000,1000,1.065094
120000,1000,1.080097
120000,1000,1.073853
102000,2000,1.632885
102000,2000,1.675965
102000,2000,1.687590
102000,2000,1.654224
102000,2000,1.640666
104000,2000,1.723777
104000,2000,1.706526
104000,2000,1.742869
104000,2000,1.675645
104000,2000,1.667282
106000,2000,1.703503
106000,2000,1.704688
106000,2000,1.698999
106000,2000,1.701483
106000,2000,1.706276
108000,2000,1.750396
108000,2000,1.754926
108000,2000,1.729565
108000,2000,1.744503
108000,2000,1.745560
110000,2000,1.783758
110000,2000,1.785016
110000,2000,1.794125
110000,2000,1.785427
110000,2000,1.784953
112000,2000,1.835083
112000,2000,1.841316
112000,2000,1.857157
112000,2000,1.909631
112000,2000,1.810413
114000,2000,1.871282
114000,2000,1.894137
114000,2000,1.857003
114000,2000,1.877822
114000,2000,1.850133
116000,2000,1.911978
116000,2000,1.890554
116000,2000,1.890154
116000,2000,1.974664
116000,2000,2.040799
118000,2000,2.047012
118000,2000,1.995384
118000,2000,2.134006
118000,2000,1.971783
118000,2000,2.002368
120000,2000,2.127045
120000,2000,2.064193
120000,2000,2.142263
120000,2000,2.011338
120000,2000,2.064978
102000,3000,2.470059
102000,3000,2.439889
102000,3000,2.554780
102000,3000,2.382215
102000,3000,2.386726
104000,3000,2.415105
104000,3000,2.413673
104000,3000,2.422083
104000,3000,2.419569
104000,3000,2.410185
106000,3000,2.495339
106000,3000,2.467195
106000,3000,2.492341
106000,3000,2.467139
106000,3000,2.465982
108000,3000,2.562729
108000,3000,2.550151
108000,3000,3.076228
108000,3000,2.522670
108000,3000,2.722971
110000,3000,2.916647
110000,3000,2.889056
110000,3000,2.655251
110000,3000,2.799567
110000,3000,2.669249
112000,3000,2.789739
112000,3000,2.758036
112000,3000,2.699578
112000,3000,2.735732
112000,3000,2.659472
114000,3000,2.872421
114000,3000,2.839421
114000,3000,2.713899
114000,3000,2.788369
114000,3000,2.712327
116000,3000,2.765311
116000,3000,2.810307
116000,3000,2.738499
116000,3000,2.741303
116000,3000,2.757247
118000,3000,2.816797
118000,3000,2.796372
118000,3000,2.797996
118000,3000,2.782196
118000,3000,2.819700
120000,3000,2.832681
120000,3000,2.986143
120000,3000,3.072492
120000,3000,2.849067
120000,3000,2.942144
102000,4000,3.508977
102000,4000,3.087261
102000,4000,3.112256
102000,4000,3.133091
102000,4000,3.209834
104000,4000,3.270562
104000,4000,3.200140
104000,4000,3.215192
104000,4000,3.658455
104000,4000,3.482230
106000,4000,3.263407
106000,4000,3.442109
106000,4000,3.279865
106000,4000,3.604310
106000,4000,3.371812
108000,4000,3.389147
108000,4000,3.712960
108000,4000,3.500945
108000,4000,3.355578
108000,4000,3.535690
110000,4000,3.683193
110000,4000,3.393665
110000,4000,3.389015
110000,4000,3.369382
110000,4000,3.391485
112000,4000,3.474845
112000,4000,3.472698
112000,4000,3.468565
112000,4000,3.464535
112000,4000,3.463613
114000,4000,3.506602
114000,4000,3.912643
114000,4000,3.557119
114000,4000,3.530504
114000,4000,3.633488
116000,4000,3.598592
116000,4000,3.576525
116000,4000,3.601459
116000,4000,3.583964
116000,4000,3.603052
118000,4000,3.666661
118000,4000,3.665791
118000,4000,3.665705
118000,4000,3.654185
118000,4000,3.682996
120000,4000,3.721373
120000,4000,3.712752
120000,4000,3.729501
120000,4000,3.763128
120000,4000,3.782350
102000,5000,3.865142
102000,5000,3.836667
102000,5000,3.884854
102000,5000,3.838346
102000,5000,3.837824
104000,5000,3.923907
104000,5000,3.974670
104000,5000,3.969744
104000,5000,3.961434
104000,5000,3.948116
106000,5000,4.034373
106000,5000,4.002194
106000,5000,4.025912
106000,5000,4.052613
106000,5000,4.001193
108000,5000,4.116407
108000,5000,4.124995
108000,5000,4.104619
108000,5000,4.147795
108000,5000,4.109357
110000,5000,4.199957
110000,5000,4.174610
110000,5000,4.192367
110000,5000,4.207862
110000,5000,4.229652
112000,5000,4.295578
112000,5000,4.294179
112000,5000,4.286078
112000,5000,4.277599
112000,5000,4.267890
114000,5000,4.364817
114000,5000,4.363186
114000,5000,4.360518
114000,5000,4.364200
114000,5000,4.379414
116000,5000,4.476952
116000,5000,4.474021
116000,5000,4.440112
116000,5000,4.457173
116000,5000,4.499439
118000,5000,4.525261
118000,5000,4.578507
118000,5000,4.530059
118000,5000,4.560514
118000,5000,4.502105
120000,5000,4.640016
120000,5000,4.661340
120000,5000,4.632177
120000,5000,4.647104
120000,5000,4.632793
