3.1828 , 0.0304131550484326 , 1000 , 0.000224447000000
3.1828 , 0.0304131550484326 , 1000 , 0.000198351000000
3.1828 , 0.0304131550484326 , 1000 , 0.000201992000000
3.1828 , 0.0304131550484326 , 1000 , 0.000202168000000
3.1828 , 0.0304131550484326 , 1000 , 0.000199786000000
3.1828 , 0.0304131550484326 , 1000 , 0.000225730000000
3.1828 , 0.0304131550484326 , 1000 , 0.000221998000000
3.1828 , 0.0304131550484326 , 1000 , 0.000222935000000
3.1828 , 0.0304131550484326 , 1000 , 0.000334701000000
3.1828 , 0.0304131550484326 , 1000 , 0.000409831000000
3.1348 , 0.0607170486766279 , 1000 , 0.000380855000000
3.1348 , 0.0607170486766279 , 1000 , 0.000451512000000
3.1348 , 0.0607170486766279 , 1000 , 0.000374964000000
3.1396 , 0.0442339236333383 , 1000 , 0.000288777000000
3.1396 , 0.0442339236333383 , 1000 , 0.000291796000000
3.1396 , 0.0442339236333383 , 1000 , 0.000292174000000
3.1396 , 0.0442339236333383 , 1000 , 0.000289141000000
3.1396 , 0.0442339236333383 , 1000 , 0.000285791000000
3.1396 , 0.0442339236333383 , 1000 , 0.000549717000000
3.1396 , 0.0442339236333383 , 1000 , 0.000289810000000
3.14944 , 0.0126329094036172 , 10000 , 0.003017788000000
3.14944 , 0.0126329094036172 , 10000 , 0.003016788000000
3.14944 , 0.0126329094036172 , 10000 , 0.003186793000000
3.14944 , 0.0126329094036172 , 10000 , 0.003330035000000
3.14944 , 0.0126329094036172 , 10000 , 0.003257304000000
3.14944 , 0.0126329094036172 , 10000 , 0.003439969000000
3.14944 , 0.0126329094036172 , 10000 , 0.002002056000000
3.14944 , 0.0126329094036172 , 10000 , 0.001956338000000
3.14944 , 0.0126329094036172 , 10000 , 0.002029550000000
3.14944 , 0.0126329094036172 , 10000 , 0.002034706000000
3.14768 , 0.0120595853991752 , 10000 , 0.002641191000000
3.14768 , 0.0120595853991752 , 10000 , 0.002751634000000
3.14768 , 0.0120595853991752 , 10000 , 0.002437299000000
3.14768 , 0.0120595853991752 , 10000 , 0.002574314000000
3.14768 , 0.0120595853991752 , 10000 , 0.002523533000000
3.14768 , 0.0120595853991752 , 10000 , 0.002193492000000
3.14768 , 0.0120595853991752 , 10000 , 0.002186450000000
3.14768 , 0.0120595853991752 , 10000 , 0.002195037000000
3.14768 , 0.0120595853991752 , 10000 , 0.001906062000000
3.14768 , 0.0120595853991752 , 10000 , 0.001865837000000
